datetime,date,account_type,category,type,asset_class,name,symbol,shares,price,amount,fee,tax,currency,original_amount,original_currency,fx_rate,description,transaction_id,counterparty_name,counterparty_iban,payment_reference,mcc_code
2026-03-08T12:52:08.671118Z,2026-03-08,DEFAULT,CASH,CARD_TRANSACTION,,DM DROGERIE SAGT DANKE,,,,-2.950000,,,EUR,,,,DM DROGERIE SAGT DANKE,019ccd81-4b5f-7b99-a152-8174fe7fe950,,,,5912
2026-03-09T09:36:14.523136Z,2026-03-09,DEFAULT,CASH,DIVIDEND,STOCK,Southern Company,US8425871071,21.7492060000,,13.850000,,-2.07,EUR,16.09,USD,0.860733,Cash Dividend for ISIN US8425871071,019cd1f4-4cbb-7fac-b0a2-ebb61c3b1335,,,,
2026-03-09T09:22:05.204717Z,2026-03-09,DEFAULT,CASH,CARD_TRANSACTION,,AIRBNB * HMQZ2SSAPQ,,,,-8.900000,,,EUR,,,,AIRBNB * HMQZ2SSAPQ,019cd1e7-5714-7430-afa0-72fea109f91d,,,,4722
2026-03-09T12:26:16.551Z,2026-03-09,DEFAULT,TRADING,BUY,FUND,FTSE Developed Europe EUR (Dist),IE00B945VV12,1.4424860000,45.6850000000,-65.90,,,EUR,,,,"Savings plan execution IE00B945VV12 Vanguard Funds PLC - Vanguard FTSE Developed Europe UCITS ETF (EUR) Distributing, quantity: 1.442486",b9783b55-3fb4-4433-8733-33affd238e6b,,,,
2026-03-09T15:15:46.175Z,2026-03-09,DEFAULT,TRADING,BUY,FUND,Prime Global Ucits USD (Acc),IE0009DRDY20,0.8684320000,34.5450000000,-30.00,,,EUR,,,,"Savings plan execution IE0009DRDY20 Amundi Prime Global UCITS ETF Acc, quantity: 0.868432",0d8be79e-2c60-4ac8-9b22-2ab2e0a57473,,,,
2026-03-10T08:54:00.346780Z,2026-03-10,DEFAULT,CASH,CARD_TRANSACTION,,Lidl sagt Danke,,,,-33.750000,,,EUR,,,,Lidl sagt Danke,019cd6f3-fd9a-731a-bb63-f022347d2b6b,,,,5411
2026-03-11T13:56:41.605287Z,2026-03-11,DEFAULT,CASH,DIVIDEND,STOCK,Chevron,US1667641005,19.5771730000,,30.160000,,-4.53,EUR,34.85,USD,0.865426,Cash Dividend for ISIN US1667641005,019cdd2f-7805-77b9-9db5-a24ba735341c,,,,
2026-03-11T11:10:05.170548Z,2026-03-11,DEFAULT,CASH,DIVIDEND,STOCK,Johnson & Johnson,US4781601046,47.0196970000,,52.900000,,-7.94,EUR,61.13,USD,0.865426,Cash Dividend for ISIN US4781601046,019cdc96-ef72-7493-81a5-2b6e3b1f197b,,,,
2026-03-12T07:51:25.263765Z,2026-03-12,DEFAULT,CASH,TRANSFER_DIRECT_DEBIT_INBOUND,,,,,,-10.000000,,,EUR,,,,Sepa Direct Debit transfer to fraenk - eine Marke der Telekom Deutschland GmbH (DE22860704070119818300),019ce107-694f-7cef-b25c-e2b707460282,,,,
2026-03-12T07:51:32.064146Z,2026-03-12,DEFAULT,CASH,TRANSFER_DIRECT_DEBIT_INBOUND,,,,,,-10.000000,,,EUR,,,,Sepa Direct Debit transfer to fraenk - eine Marke der Telekom Deutschland GmbH (DE22860704070119818300),019ce107-83e0-71ab-8852-8fdf252845f2,,,,
2026-03-12T09:04:51.243398Z,2026-03-12,DEFAULT,CASH,CARD_TRANSACTION,,On Sportswear,,,,-310.000000,,,EUR,,,,On Sportswear,019ce14a-a42b-7099-91e8-a26939ed983b,,,,5655
2026-03-12T09:04:51.404959Z,2026-03-12,DEFAULT,CASH,CARD_TRANSACTION,,On Sportswear,,,,-170.000000,,,EUR,,,,On Sportswear,019ce14a-a4cc-77e6-83aa-6a31a985e5b4,,,,5655
2026-03-13T09:49:33.273047Z,2026-03-13,DEFAULT,CASH,DIVIDEND,STOCK,Realty Income,US7561091049,166.4262540000,,38.920000,,-5.84,EUR,44.94,USD,0.866026,Cash Dividend for ISIN US7561091049,019ce699-ecd9-764d-a8fa-2eb39b797c88,,,,
2026-03-13T07:51:36.383760Z,2026-03-13,DEFAULT,CASH,TRANSFER_DIRECT_DEBIT_INBOUND,,,,,,-170.000000,,,EUR,,,,Sepa Direct Debit transfer to Scalable Capital Bank GmbH (DE96120700700752107446),019ce62d-f0bf-7e05-a9f5-0194685b8dff,,,,
2026-03-13T11:11:05.267655Z,2026-03-13,DEFAULT,CASH,CARD_TRANSACTION,,DIVVYDIARY,,,,-33.000000,,,EUR,,,,DIVVYDIARY,019ce6e4-9233-7237-90f0-ec111daf7b6f,,,,5734
2026-03-13T11:40:30.968229Z,2026-03-13,DEFAULT,CASH,CARD_TRANSACTION,,WWW.AMAZON.DE,,,,-95.010000,,,EUR,,,,WWW.AMAZON.* 3L9IS43H5,019ce6ff-8378-753d-93f2-39ea6f3eb3a0,,,,5399
2026-03-14T10:19:51.042451Z,2026-03-14,DEFAULT,CASH,CARD_TRANSACTION,,WWW.AMAZON.DE,,,,-79.990000,,,EUR,,,,WWW.AMAZON.* HA2Y16195,019cebdc-0582-70f8-abeb-6887a9b4654f,,,,5399
2026-03-14T11:16:47.459841Z,2026-03-14,DEFAULT,CASH,DIVIDEND,STOCK,Main Street Capital,US56035L1044,370.0403980000,,83.320000,,-12.50,EUR,96.21,USD,0.866026,Cash Dividend for ISIN US56035L1044,019cec10-26e3-7e37-8146-bbb3bfc7dd96,,,,
2026-03-14T08:43:23.441244Z,2026-03-14,DEFAULT,CASH,CARD_TRANSACTION,,AVIVA Berlin GmbH,,,,-70.600000,,,EUR,,,,AVIVA Berlin GmbH,019ceb83-b5b1-796a-8d0f-7a934a629a31,,,,8011
2026-03-14T09:51:51.452465Z,2026-03-14,DEFAULT,CASH,CARD_TRANSACTION,,Lidl sagt Danke,,,,-34.010000,,,EUR,,,,Lidl sagt Danke,019cebc2-649c-7543-9641-cc090b6686cb,,,,5411
2026-03-14T10:39:09.212479Z,2026-03-14,DEFAULT,CASH,CARD_TRANSACTION,,Lidl sagt Danke,,,,-1.060000,,,EUR,,,,Lidl sagt Danke,019cebed-b19c-7d89-99f1-b6156a7fcf2f,,,,5411
2026-03-14T11:52:44.510285Z,2026-03-14,DEFAULT,CASH,CARD_TRANSACTION,,Hanife Oeztuerk eK,,,,-6.830000,,,EUR,,,,HANIFE OEZTUERK EK,019cec31-10de-75f9-9bad-4e1f160eb681,,,,5411
2026-03-14T11:52:45.044668Z,2026-03-14,DEFAULT,CASH,CARD_TRANSACTION,,Hanife Oeztuerk eK,,,,-3.980000,,,EUR,,,,HANIFE OEZTUERK EK,019cec31-12f4-73aa-9b31-f4e96aed908e,,,,5411
2026-03-14T13:34:55.657586Z,2026-03-14,DEFAULT,CASH,CARD_TRANSACTION,,dm.de sagt Danke,,,,-25.300000,,,EUR,,,,DM.DE SAGT DANKE,019cec8e-9ea9-700f-bd97-35dda923c492,,,,5912
2026-03-15T14:59:40.133174Z,2026-03-15,DEFAULT,CASH,CARD_TRANSACTION_INTERNATIONAL,,OF,,,,-7.850000,,,EUR,-8.96,USD,0.876116,"OF, 8,96 $, exchange rate: 0,8761161, ECB rate: 0,8713837574, markup: 0,54308364 %",019cf202-8fe5-73cc-a375-040564051571,,,,5967
2026-03-15T09:07:51.196862Z,2026-03-15,DEFAULT,CASH,TRANSFER_INSTANT_OUTBOUND,,,,,,-6.000000,,,EUR,,,,Outgoing transfer for Diana Duany (DE73500105175426129217),019cf0c0-771c-79f1-93eb-15a1676ef2ba,,,,
2026-03-15T10:45:51.937061Z,2026-03-15,DEFAULT,CASH,CARD_TRANSACTION,,Hanife Oeztuerk eK,,,,-31.960000,,,EUR,,,,HANIFE OEZTUERK EK,019cf11a-32c1-7cda-956f-16100f4ae5bc,,,,5411
2026-03-15T10:45:53.389174Z,2026-03-15,DEFAULT,CASH,CARD_TRANSACTION,,Hanife Oeztuerk eK,,,,-3.290000,,,EUR,,,,HANIFE OEZTUERK EK,019cf11a-386d-7cd1-9edb-8560d17f3190,,,,5411
2026-03-15T11:28:54.030006Z,2026-03-15,DEFAULT,CASH,CARD_TRANSACTION,,HP*INSTANT GAMING,,,,-26.680000,,,EUR,,,,HP*INSTANT GAMING,019cf141-990e-731d-a209-bafd4743c833,,,,5816
2026-03-16T11:11:34.944Z,2026-03-16,DEFAULT,TRADING,BUY,FUND,€ Ultrashort Bond EUR (Acc),IE000RHYOR04,4.5061280000,5.5480000000,-25.00,,,EUR,,,,"Savings plan execution IE000RHYOR04 iShares IV plc - iShares € Ultrashort Bond UCITS ETF EUR (Acc), quantity: 4.506128",9bc7e98f-6f31-4d78-8a3d-5b8bc4905d2b,,,,
2026-03-16T12:44:50.601Z,2026-03-16,DEFAULT,TRADING,BUY,FUND,FTSE Developed Europe EUR (Dist),IE00B945VV12,2.7135460000,46.3600000000,-125.80,,,EUR,,,,"Savings plan execution IE00B945VV12 Vanguard Funds PLC - Vanguard FTSE Developed Europe UCITS ETF (EUR) Distributing, quantity: 2.713546",69ab4ae1-02b5-41f2-af7b-792033565bde,,,,
2026-03-16T13:24:36.956098Z,2026-03-16,DEFAULT,CASH,DIVIDEND,STOCK,NextEra Energy,US65339F1012,1.2621480000,,0.690000,,-0.10,EUR,0.79,USD,0.871384,Cash Dividend for ISIN US65339F1012,019cf6d1-e5dc-7db3-9aba-42310de14769,,,,
2026-03-16T14:33:11.254Z,2026-03-16,DEFAULT,TRADING,BUY,STOCK,Bank of Nova Scotia,CA0641491075,0.4924490000,60.9200000000,-30.00,,,EUR,,,,"Savings plan execution CA0641491075 BK NOVA SCOTIA, quantity: 0.492449",3a124ce4-55a6-4249-b4f3-4975c11f758c,,,,
2026-03-16T14:45:52.833Z,2026-03-16,DEFAULT,TRADING,BUY,STOCK,Abbott Labs,US0028241000,1.0552970000,94.7600000000,-100.00,,,EUR,,,,"Savings plan execution US0028241000 ABBOTT LABS, quantity: 1.055297",672604b2-2411-43aa-a740-f926f861a5de,,,,
2026-03-16T15:13:20.327788Z,2026-03-16,DEFAULT,CASH,TRANSFER_INBOUND,,,,,,39.290000,,,EUR,,,,Incoming transfer from Scalable Capital Bank GmbH (DE86700700100922050000),019cf735-6fc7-7082-bed1-2639ed7f1009,,,,
2026-03-16T13:20:18.606279Z,2026-03-16,DEFAULT,CASH,TRANSFER_INBOUND,,,,,,25.000000,,,EUR,,,,Incoming transfer from E.DIS Netz GmbH (DE34120700000259445500),019cf6cd-f4ae-7ca2-9b53-8b2ae143156a,,,,
